493	1366	21.7
462	1273	21.8
379	1117	21.4
373	1012	21.3
329	899	21.4
324	830	21.0
251	738	21.6
175	680	21.9
204	623	21.4
175	561	20.7
52	283	20.9
17	227	20.4
34	181	20.4
19	95	21.4
63	84	21.2
33	28	21.4
